Date,Shift,Felt Temp,Temp,Weather,CC,Wind,Ground,Visibility,NV,rain,evaporation,mud
2000-07-03,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˡ,—,—,X,0.0,3,-3.0
2000-07-03,Day,Comfy,20 C⁰,Scattered clouds,50%,Calmˢ from NW,—,—,X,0.0,6,-6.0
2000-07-03,Evening,Mild,10 C⁰,Overcast,100%,Calmˢ from SE,—,3 hexes (-3),—,0.0,2,-2.0
2000-07-04,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NE,—,3 (-3)  |  5 (-2),—,0.0,1,-1.0
2000-07-04,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˢ from SE,—,—,X,0.0,5,-5.0
2000-07-04,Day,Warm,20 C⁰,Overcast,100%,Calmˢ from SE,—,—,X,0.0,8,-8.0
2000-07-04,Evening,Mild,15 C⁰,Overcast,100%,Calmˢ from SE,"Puddles",3 hexes (-3),—,1.1,4,1.1
2000-07-05,Night,Mild,10 C⁰,Light rain,100%,Calmˢ from SE,"Light mud",0 hex (-3 ⃰),—,4.44,1,4.44
2000-07-05,Morning,Mild,15 C⁰,Light rain,75%,Calmˢ from SW,"Light mud",—,X,3.0,2,3.0
2000-07-05,Day,Mild,15 C⁰,Broken clouds,75%,Light Breezeˡ from SW,"Medium mud",—,X,3.99,3,3.99
2000-07-05,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Medium mud",3 (-3)  |  5 (-2),—,0.34,2,0.34
2000-07-06,Night,Chilly (1),10 C⁰,Light rain,100%,Light Breezeˡ from SW,"Medium mud",0 hex (-3 ⃰),—,1.85,1,1.85
2000-07-06,Morning,Chilly (1),10 C⁰,Moderate rain,100%,Light Breezeˡ from NW,"Medium mud",5 km,X,6.79,1,6.79
2000-07-06,Day,Mild,15 C⁰,Light rain,75%,Calmˢ from NW,"Medium mud",—,X,2.96,2,2.96
2000-07-06,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from NW,"Medium mud",5 (-2)  |  3 (-3),—,0.14,1,0.14
2000-07-07,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",3 hexes (-3),—,0.14,1,0.14
2000-07-07,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",—,X,0.18,2,0.18
2000-07-07,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.24000001,4,0.24000001
2000-07-07,Evening,Mild,10 C⁰,Scattered clouds,50%,Calmˡ,"Medium mud",3 (-3)  |  5 (-2),—,0.0,2,-2.0
2000-07-08,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NE,"Medium mud",3 (-3)  |  5 (-2),—,0.48000002,1,0.48000002
2000-07-08,Morning,Chilly (1),10 C⁰,Light rain,100%,Calmˢ from NE,"Medium mud",—,X,1.9200001,1,1.9200001
2000-07-08,Day,Mild,10 C⁰,Light rain,100%,Calmˢ from NE,"Medium mud",—,X,3.45,1,3.45
2000-07-08,Evening,Chilly (1),10 C⁰,Moderate rain,100%,Calmˢ from NW,"Medium mud",3 hexes (-3),5 km,7.17,1,7.17
2000-07-09,Night,Chilly (1),5 C⁰,Light rain,100%,Calmˢ from N,"Medium mud",3 hexes (-3),—,2.3400002,0,2.3400002
2000-07-09,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from N,"Medium mud",—,X,0.0,1,-1.0
2000-07-09,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from N,"Medium mud",—,X,0.0,2,-2.0
2000-07-09,Evening,Chilly (1),5 C⁰,Passing clouds,25%,Calmˡ,"Medium mud",10 (-1)  |  5 (-2),—,0.0,0,0.0
2000-07-10,Night,Chilly (1),5 C⁰,Clear,0%,Calmˡ,"Medium mud",10 hexes (-1),—,0.0,0,0.0
2000-07-10,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from S,"Medium mud",—,X,0.13,3,0.13
2000-07-10,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from S,"Medium mud",—,X,0.0,5,-5.0
2000-07-10,Evening,Mild,10 C⁰,Overcast,100%,Calmˢ from S,"Medium mud",5 hexes (-2),—,0.0,2,-2.0
2000-07-11,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from S,"Medium mud",5 hexes (-2),—,0.0,1,-1.0
2000-07-11,Morning,Mild,20 C⁰,Broken clouds,75%,Calmˢ from S,"Medium mud",—,X,0.0,5,-5.0
2000-07-11,Day,Comfy,20 C⁰,Overcast,100%,Calmˢ from S,"Medium mud",—,X,3.7,5,3.7
2000-07-11,Evening,Mild,15 C⁰,Light rain,100%,Calmˢ from SE,"Medium mud",3 hexes (-3),—,3.4099998,2,3.4099998
2000-07-12,Night,Chilly (1),10 C⁰,Light rain,100%,Calmˢ from SW,"Medium mud",3 hexes (-3),—,4.64,1,4.64
2000-07-12,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˢ from SW,"Medium mud",—,X,0.0,2,-2.0
2000-07-12,Day,Mild,10 C⁰,Light rain,100%,Calmˢ from SW,"Medium mud",—,X,4.11,2,4.11
2000-07-12,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Medium mud",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-07-13,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",5 hexes (-2),—,0.47,1,0.47
2000-07-13,Morning,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from NW,"Medium mud",—,X,0.25,2,0.25
2000-07-13,Day,Mild,15 C⁰,Passing clouds,25%,Calmˢ from NW,"Medium mud",—,X,0.0,3,-3.0
2000-07-13,Evening,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",5 hexes (-2),—,0.0,1,-1.0
2000-07-14,Night,Chilly (1),5 C⁰,Overcast,100%,Calmˡ,"Medium mud",5 hexes (-2),—,0.0,0,0.0
2000-07-14,Morning,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.0,3,-3.0
2000-07-14,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.0,4,-4.0
2000-07-14,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˡ,"Medium mud",5 hexes (-2),—,0.0,1,-1.0
2000-07-15,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",5 hexes (-2),—,0.0,0,0.0
2000-07-15,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",—,X,0.15,3,0.15
2000-07-15,Day,Mild,15 C⁰,Light rain,75%,Calmˢ from SW,"Medium mud",—,X,0.88,3,0.88
2000-07-15,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",10 (-1)  |  15 (-1),—,0.0,1,-1.0
2000-07-16,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˡ,"Medium mud",10 hexes (-1),—,0.0,0,0.0
2000-07-16,Morning,Mild,15 C⁰,Light rain,100%,Calmˢ from NE,"Medium mud",—,X,0.79,2,0.79
2000-07-16,Day,Mild,15 C⁰,Light rain,100%,Calmˢ from N,"Medium mud",—,X,2.07,3,2.07
2000-07-16,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NE,"Medium mud",10 hexes (-1),—,1.0,1,1.0
2000-07-17,Night,Chilly (1),10 C⁰,Light rain,100%,Calmˢ from NE,"Medium mud",5 hexes (-2),—,1.79,1,1.79
2000-07-17,Morning,Mild,15 C⁰,Light rain,100%,Calmˢ from N,"Medium mud",—,X,0.9,2,0.9
2000-07-17,Day,Mild,15 C⁰,Light rain,100%,Calmˢ from S,"Medium mud",—,X,5.5,2,5.5
2000-07-17,Evening,Chilly (1),10 C⁰,Light rain,100%,Calmˢ from NW,"Medium mud",5 hexes (-2),—,3.05,1,3.05
2000-07-18,Night,Chilly (1),10 C⁰,Overcast,100%,Light Breezeˡ from NW,"Medium mud",10 hexes (-1),—,0.0,1,-1.0
2000-07-18,Morning,Chilly (1),10 C⁰,Overcast,100%,Light Breezeˡ from NW,"Medium mud",—,X,0.0,2,-2.0
2000-07-18,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.0,2,-2.0
2000-07-18,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-07-19,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Medium mud",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-07-19,Morning,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Medium mud",—,X,0.1,1,0.1
2000-07-19,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",—,X,0.0,3,-3.0
2000-07-19,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-07-20,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",5 hexes (-2),—,0.0,1,-1.0
2000-07-20,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",—,X,0.0,1,-1.0
2000-07-20,Day,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Medium mud",—,X,0.68,2,0.68
2000-07-20,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˡ,"Medium mud",5 hexes (-2),—,0.0,1,-1.0
2000-07-21,Night,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from S,"Medium mud",5 hexes (-2),—,0.0,0,0.0
2000-07-21,Morning,Mild,10 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",—,X,0.12,2,0.12
2000-07-21,Day,Mild,10 C⁰,Light rain,100%,Calmˡ,"Medium mud",—,X,1.5,2,1.5
2000-07-21,Evening,Chilly (1),10 C⁰,Light rain,75%,Calmˡ,"Medium mud",3 (-3)  |  10 (-1),—,1.18,1,1.18
2000-07-22,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",5 (-2)  |  10 (-1),—,0.0,0,0.0
2000-07-22,Morning,Mild,10 C⁰,Light rain,100%,Calmˢ from S,"Medium mud",—,X,0.48000002,2,0.48000002
2000-07-22,Day,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",—,X,0.0,3,-3.0
2000-07-22,Evening,Mild,10 C⁰,Scattered clouds,50%,Calmˡ,"Medium mud",5 (-2)  |  10 (-1),—,0.0,2,-2.0
2000-07-23,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˡ,"Medium mud",5 hexes (-2),—,0.0,0,0.0
2000-07-23,Morning,Mild,15 C⁰,Light rain,100%,Calmˡ,"Medium mud",—,X,0.79,3,0.79
2000-07-23,Day,Mild,15 C⁰,Light rain,75%,Calmˡ,"Medium mud",—,X,2.25,3,2.25
2000-07-23,Evening,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˡ,"Medium mud",5 (-2)  |  10 (-1),—,0.27,1,0.27
2000-07-24,Night,Chilly (1),10 C⁰,Passing clouds,25%,Calmˡ,"Medium mud",10 (-1)  |  5 (-2),—,0.0,0,0.0
2000-07-24,Morning,Mild,15 C⁰,Passing clouds,25%,Calmˢ from NW,"Medium mud",—,X,0.0,3,-3.0
2000-07-24,Day,Comfy,20 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",—,X,0.0,5,-5.0
2000-07-24,Evening,Mild,15 C⁰,Passing clouds,25%,Calmˡ,"Medium mud",10 (-1)  |  5 (-2),—,0.0,2,-2.0
2000-07-25,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˡ,"Medium mud",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-07-25,Morning,Mild,15 C⁰,Overcast,100%,Calmˢ from NE,"Medium mud",—,X,0.0,4,-4.0
2000-07-25,Day,Mild,15 C⁰,Light rain,100%,Calmˢ from S,"Medium mud",—,X,4.83,3,4.83
2000-07-25,Evening,Mild,10 C⁰,Light rain,100%,Calmˢ from SW,"Medium mud",0 hex (-3 ⃰),—,3.42,1,3.42
2000-07-26,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Medium mud",3 (-3)  |  5 (-2),—,0.0,1,-1.0
2000-07-26,Morning,Mild,15 C⁰,Passing clouds,25%,Calmˢ from SW,"Medium mud",—,X,0.14,3,0.14
2000-07-26,Day,Comfy,20 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",—,X,0.0,5,-5.0
2000-07-26,Evening,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",3 hexes (-3),—,0.0,2,-2.0
2000-07-27,Night,Mild,10 C⁰,Light rain,100%,Calmˢ from NW,"Medium mud",0 hex (-3 ⃰),—,4.52,1,4.52
2000-07-27,Morning,Mild,15 C⁰,Light rain,100%,Calmˢ from NW,"Medium mud",—,X,3.6,2,3.6
2000-07-27,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.0,4,-4.0
2000-07-27,Evening,Mild,10 C⁰,Scattered clouds,50%,Calmˢ from NW,"Medium mud",3 (-3)  |  5 (-2),—,0.0,2,-2.0
2000-07-28,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",3 (-3)  |  5 (-2),—,0.0,0,0.0
2000-07-28,Morning,Mild,15 C⁰,Overcast,100%,Calmˡ,"Medium mud",—,X,0.0,3,-3.0
2000-07-28,Day,Comfy,15 C⁰,Light rain,100%,Calmˡ,"Medium mud",—,X,2.57,3,2.57
2000-07-28,Evening,Mild,10 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",3 (-3)  |  5 (-2),—,1.29,1,1.29
2000-07-29,Night,Chilly (1),10 C⁰,Light rain,100%,Calmˡ,"Medium mud",0 hex (-3 ⃰),—,1.94,1,1.94
2000-07-29,Morning,Mild,10 C⁰,Moderate rain,100%,Calmˢ from NE,"Medium mud",5 km,X,6.55,1,6.55
2000-07-29,Day,Mild,15 C⁰,Moderate rain,100%,Calmˢ from NE,"Medium mud",5 km,X,9.059999,2,9.059999
2000-07-29,Evening,Chilly (1),10 C⁰,Moderate rain,100%,Calmˢ from N,"Medium mud",0 hex (-3 ⃰),5 km,8.04,1,8.04
2000-07-30,Night,Chilly (1),10 C⁰,Light rain,100%,Light Breezeˡ from NW,"Medium mud",0 hex (-3 ⃰),—,3.45,1,3.45
2000-07-30,Morning,Chilly (1),10 C⁰,Overcast,100%,Light Breezeˡ from NW,"Medium mud",—,X,1.48,2,1.48
2000-07-30,Day,Mild,15 C⁰,Overcast,100%,Light Breezeˡ from NW,"Medium mud",—,X,0.0,3,-3.0
2000-07-30,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",0 hex (-3 ⃰),—,0.0,1,-1.0
2000-07-31,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",0 hex (-3 ⃰),—,0.0,1,-1.0
2000-07-31,Morning,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.0,2,-2.0
2000-07-31,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,2.3,3,2.3
2000-07-31,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",0 (-3 ⃰)  |  3 (-3),—,0.0,1,-1.0
2000-08-01,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from NW,"Medium mud",0 (-3 ⃰)  |  3 (-3),—,0.0,1,-1.0
2000-08-01,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from NW,"Medium mud",—,X,0.18,2,0.18
2000-08-01,Day,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from NW,"Medium mud",—,X,0.0,4,-4.0
2000-08-01,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˡ,"Medium mud",3 (-3)  |  0 (-3 ⃰),—,0.0,1,-1.0
2000-08-02,Night,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SW,"Medium mud",3 hexes (-3),—,0.0,0,0.0
2000-08-02,Morning,Mild,15 C⁰,Clear,0%,Calmˢ from S,"Medium mud",—,X,0.0,4,-4.0
2000-08-02,Day,Warm,20 C⁰,Passing clouds,25%,Calmˢ from S,"Medium mud",—,X,0.0,7,-7.0
2000-08-02,Evening,Mild,15 C⁰,Overcast,100%,Calmˢ from S,"Medium mud",3 hexes (-3),—,0.0,3,-3.0
2000-08-03,Night,Mild,15 C⁰,Broken clouds,75%,Calmˢ from SW,"Medium mud",3 (-3)  |  5 (-2),—,2.6100001,1,2.6100001
2000-08-03,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from NW,"Medium mud",—,X,0.0,3,-3.0
2000-08-03,Day,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from NW,"Medium mud",—,X,0.0,5,-5.0
2000-08-03,Evening,Mild,15 C⁰,Overcast,100%,Calmˡ,"Medium mud",3 hexes (-3),—,0.0,2,-2.0
2000-08-04,Night,Mild,10 C⁰,Light rain,100%,Calmˡ,"Medium mud",0 hex (-3 ⃰),—,2.54,1,2.54
2000-08-04,Morning,Mild,15 C⁰,Overcast,100%,Calmˡ,"Medium mud",—,X,1.23,2,1.23
2000-08-04,Day,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",—,X,0.0,3,-3.0
2000-08-04,Evening,Mild,10 C⁰,Overcast,100%,Calmˡ,"Medium mud",3 hexes (-3),—,0.0,1,-1.0
2000-08-05,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˡ,"Medium mud",3 hexes (-3),—,0.0,1,-1.0
2000-08-05,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Light mud",—,X,0.0,3,-3.0
2000-08-05,Day,Comfy,20 C⁰,Scattered clouds,50%,Calmˡ,"Light mud",—,X,0.1,4,0.1
2000-08-05,Evening,Mild,10 C⁰,Scattered clouds,50%,Calmˡ,"Light mud",3 (-3)  |  5 (-2),—,0.0,1,-1.0
2000-08-06,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˡ,"Light mud",3 (-3)  |  5 (-2),—,0.0,0,0.0
2000-08-06,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˡ,"Light mud",—,X,0.0,4,-4.0
2000-08-06,Day,Comfy,20 C⁰,Broken clouds,75%,Calmˡ,—,—,X,0.0,5,-5.0
2000-08-06,Evening,Mild,15 C⁰,Broken clouds,75%,Calmˡ,—,3 (-3)  |  5 (-2),—,0.0,2,-2.0
2000-08-07,Night,Mild,10 C⁰,Light rain,100%,Calmˡ,"Light mud",0 hex (-3 ⃰),—,3.05,1,3.05
2000-08-07,Morning,Mild,15 C⁰,Light rain,100%,Calmˢ from NW,"Light mud",—,X,4.2599998,2,4.2599998
2000-08-07,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,"Light mud",—,X,0.53000003,3,0.53000003
2000-08-07,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Light mud",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-08-08,Night,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from SW,"Light mud",10 (-1)  |  5 (-2),—,0.0,0,0.0
2000-08-08,Morning,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Light mud",—,X,0.0,2,-2.0
2000-08-08,Day,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Puddles",—,X,0.0,4,-4.0
2000-08-08,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,—,5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-08-09,Night,Chilly (1),5 C⁰,Overcast,100%,Calmˡ,—,5 hexes (-2),—,0.0,1,-1.0
2000-08-09,Morning,Mild,10 C⁰,Broken clouds,75%,Calmˢ from SW,"Puddles",—,X,0.26,2,0.26
2000-08-09,Day,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Puddles",—,X,0.88,2,0.88
2000-08-09,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˡ,"Puddles",10 (-1)  |  5 (-2),—,0.0,1,-1.0
2000-08-10,Night,Chilly (1),5 C⁰,Passing clouds,25%,Calmˡ,"Puddles",10 (-1)  |  5 (-2),—,0.0,0,0.0
2000-08-10,Morning,Mild,10 C⁰,Scattered clouds,50%,Calmˡ,—,—,X,0.0,3,-3.0
2000-08-10,Day,Mild,15 C⁰,Scattered clouds,50%,Calmˡ,—,—,X,0.0,5,-5.0
2000-08-10,Evening,Mild,10 C⁰,Overcast,100%,Calmˢ from S,—,5 hexes (-2),—,0.0,2,-2.0
2000-08-11,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from S,"Puddles",5 (-2)  |  10 (-1),—,1.86,1,1.86
2000-08-11,Morning,Mild,15 C⁰,Light rain,50%,Calmˢ from SW,"Light mud",—,X,1.43,2,1.43
2000-08-11,Day,Comfy,15 C⁰,Scattered clouds,50%,Calmˢ from SW,"Light mud",—,X,0.35,4,0.35
2000-08-11,Evening,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from SW,"Puddles",5 (-2)  |  10 (-1),—,0.0,2,-2.0
2000-08-12,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˡ,"Puddles",5 hexes (-2),—,0.0,1,-1.0
2000-08-12,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Puddles",—,X,0.13,3,0.13
2000-08-12,Day,Comfy,20 C⁰,Scattered clouds,50%,Calmˢ from NW,"Puddles",—,X,0.18,4,0.18
2000-08-12,Evening,Mild,10 C⁰,Broken clouds,75%,Calmˡ,—,5 (-2)  |  10 (-1),—,0.0,2,-2.0
2000-08-13,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˡ,—,5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-08-13,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˡ,—,—,X,0.0,4,-4.0
2000-08-13,Day,Comfy,20 C⁰,Broken clouds,75%,Calmˢ from NW,—,—,X,0.0,5,-5.0
2000-08-13,Evening,Mild,15 C⁰,Passing clouds,25%,Calmˡ,—,10 (-1)  |  5 (-2),—,0.0,2,-2.0
2000-08-14,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˡ,—,5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-08-14,Morning,Mild,15 C⁰,Passing clouds,25%,Calmˡ,—,—,X,0.0,4,-4.0
2000-08-14,Day,Warm,20 C⁰,Passing clouds,25%,Calmˡ,—,—,X,0.0,6,-6.0
2000-08-14,Evening,Mild,15 C⁰,Clear,0%,Calmˢ from SE,—,15 hexes (-1),—,0.0,2,-2.0
2000-08-15,Night,Chilly (1),10 C⁰,Clear,0%,Calmˢ from S,—,15 hexes (-1),—,0.0,1,-1.0
2000-08-15,Morning,Comfy,20 C⁰,Clear,0%,Calmˢ from S,—,—,X,0.0,5,-5.0
2000-08-15,Day,Warm,25 C⁰,Clear,0%,Calmˢ from SW,—,—,X,0.0,7,-7.0
2000-08-15,Evening,Mild,15 C⁰,Overcast,100%,Calmˢ from S,—,10 hexes (-1),—,0.0,3,-3.0
2000-08-16,Night,Mild,10 C⁰,Scattered clouds,50%,Calmˢ from S,—,10 (-1)  |  15 (-1),—,0.0,2,-2.0
2000-08-16,Morning,Comfy,20 C⁰,Scattered clouds,50%,Calmˢ from SW,—,—,X,0.0,4,-4.0
2000-08-16,Day,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from NW,"Puddles",—,X,0.97,5,0.97
2000-08-16,Evening,Mild,15 C⁰,Clear,0%,Calmˢ from NW,—,15 hexes (-1),—,0.0,2,-2.0
2000-08-17,Night,Chilly (1),10 C⁰,Passing clouds,25%,Calmˡ,—,15 (-1)  |  10 (-1),—,0.0,1,-1.0
2000-08-17,Morning,Comfy,20 C⁰,Broken clouds,75%,Calmˢ from S,—,—,X,0.0,5,-5.0
2000-08-17,Day,Warm,20 C⁰,Passing clouds,25%,Calmˢ from SW,"Puddles",—,X,0.66,6,0.66
2000-08-17,Evening,Mild,15 C⁰,Scattered clouds,50%,Calmˡ,"Puddles",5 (-2)  |  10 (-1),—,2.14,1,2.14
2000-08-18,Night,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from SW,"Light mud",10 (-1)  |  5 (-2),—,0.31,1,0.31
2000-08-18,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from NW,"Puddles",—,X,0.0,3,-3.0
2000-08-18,Day,Warm,20 C⁰,Passing clouds,25%,Calmˡ,—,—,X,0.0,6,-6.0
2000-08-18,Evening,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Puddles",5 (-2)  |  10 (-1),—,2.06,3,2.06
2000-08-19,Night,Mild,10 C⁰,Light rain,75%,Calmˡ,"Puddles",3 (-3)  |  10 (-1),—,0.68,1,0.68
2000-08-19,Morning,Comfy,20 C⁰,Clear,0%,Calmˢ from S,—,—,X,0.0,5,-5.0
2000-08-19,Day,Warm,25 C⁰,Passing clouds,25%,Calmˢ from S,—,—,X,0.0,8,-8.0
2000-08-19,Evening,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from NW,"Puddles",10 (-1)  |  5 (-2),—,0.43,4,0.43
2000-08-20,Night,Mild,15 C⁰,Clear,0%,Calmˡ,—,10 hexes (-1),—,0.0,2,-2.0
2000-08-20,Morning,Comfy,20 C⁰,Broken clouds,75%,Calmˢ from S,—,—,X,0.0,6,-6.0
2000-08-20,Day,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from S,"Light mud",—,X,3.72,6,3.72
2000-08-20,Evening,Mild,15 C⁰,Passing clouds,25%,Calmˡ,"Puddles",10 (-1)  |  5 (-2),—,0.0,2,-2.0
2000-08-21,Night,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NE,"Puddles",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-08-21,Morning,Comfy,20 C⁰,Scattered clouds,50%,Calmˢ from S,—,—,X,0.0,4,-4.0
2000-08-21,Day,Warm,25 C⁰,Clear,0%,Calmˢ from NW,—,—,X,0.0,7,-7.0
2000-08-21,Evening,Mild,15 C⁰,Passing clouds,25%,Calmˡ,—,10 (-1)  |  5 (-2),—,0.0,2,-2.0
2000-08-22,Night,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Puddles",5 (-2)  |  10 (-1),—,0.93,2,0.93
2000-08-22,Morning,Mild,15 C⁰,Moderate rain,75%,Calmˢ from NW,"Light mud",5 km,X,6.55,1,6.55
2000-08-22,Day,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Light mud",—,X,0.0,3,-3.0
2000-08-22,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from NW,"Light mud",10 (-1)  |  5 (-2),—,0.0,1,-1.0
2000-08-23,Night,Chilly (1),5 C⁰,Passing clouds,25%,Calmˡ,"Light mud",10 (-1)  |  5 (-2),—,0.0,0,0.0
2000-08-23,Morning,Mild,10 C⁰,Overcast,100%,Calmˢ from NW,"Puddles",—,X,0.0,2,-2.0
2000-08-23,Day,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,—,—,X,0.0,3,-3.0
2000-08-23,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from NW,—,5 (-2)  |  3 (-3),—,0.0,0,0.0
2000-08-24,Night,Chilly (1),5 C⁰,Clear,0%,Calmˢ from NW,—,5 hexes (-2),—,0.0,0,0.0
